generation,avg_fitness,max_fitness,signals_emitted,iconicity,mutual_info,jsd_no_pred,jsd_pred,silence_corr,sender_fit_corr,traj_fluct_ratio,receiver_fit_corr,response_fit_corr,silence_onset_jsd,silence_move_delta,avg_base_hidden,min_base_hidden,max_base_hidden,avg_signal_hidden,min_signal_hidden,max_signal_hidden,zone_deaths,signal_entropy,freeze_zone_deaths
50740,1501.9,3000.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,12,15,9.0,4,13,173,0.0000,76
50750,1367.7,2750.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,12,15,9.0,6,14,184,0.0000,113
50760,1364.5,2450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,12,16,9.1,6,13,187,0.0000,98
50770,1515.6,2850.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,12,15,9.6,4,13,177,0.0000,85
50780,1443.6,3100.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,12,16,9.6,5,14,175,0.0000,95
50790,1541.1,2700.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,12,15,9.8,5,14,155,0.0000,78
50800,1429.7,2750.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,12,15,9.1,4,15,181,0.0000,114
50810,1407.9,2700.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,12,15,9.1,4,15,185,0.0000,111
50820,1471.8,2650.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,13,15,8.6,4,16,180,0.0000,96
50830,1482.7,2700.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,12,15,8.1,3,14,184,0.0000,99
50840,1482.8,3150.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,12,15,7.2,3,15,182,0.0000,68
50850,1515.5,3250.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,12,15,7.8,3,14,172,0.0000,68
50860,1506.0,2550.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,12,15,7.4,2,15,173,0.0000,66
50870,1369.3,2750.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,12,15,7.6,3,15,189,0.0000,76
50880,1450.8,2650.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,12,15,7.3,2,14,163,0.0000,57
50890,1492.8,2750.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,12,15,7.5,2,13,160,0.0000,46
50900,1515.1,2750.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,12,15,6.6,2,12,163,0.0000,58
50910,1382.5,2600.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,12,15,7.0,2,12,174,0.0000,70
50920,1530.8,2750.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,12,15,5.9,2,13,189,0.0000,90
50930,1523.5,2900.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,12,15,6.2,2,12,160,0.0000,56
50940,1550.0,2850.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,11,15,6.7,2,12,157,0.0000,87
50950,1447.7,3036.6,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,12,15,6.4,2,13,191,0.0000,61
50960,1537.8,2850.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,12,15,6.7,2,13,166,0.0000,75
50970,1410.0,2900.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,11,15,7.5,2,13,177,0.0000,116
50980,1386.7,2650.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,12,15,7.1,2,13,185,0.0000,112
50990,1525.8,2850.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,12,15,7.0,2,15,164,0.0000,73
51000,1474.3,2800.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,12,15,7.7,2,14,153,0.0000,93
51010,1477.5,2550.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,12,15,7.7,2,14,176,0.0000,101
51020,1415.2,2700.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,12,15,8.0,2,14,197,0.0000,86
51030,1468.6,2600.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,13,15,7.8,2,14,169,0.0000,57
51040,1397.4,2800.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,12,15,10.0,2,15,192,0.0000,44
51050,1475.1,2900.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,12,15,10.9,4,15,163,0.0000,58
51060,1487.3,2650.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,12,15,9.8,5,15,170,0.0000,57
51070,1466.2,2800.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,13,15,10.5,6,15,199,0.0000,76
51080,1493.2,3150.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,12,16,10.5,6,16,172,0.0000,63
51090,1415.3,2850.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,12,15,9.7,6,15,197,0.0000,94
51100,1486.3,2700.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,12,15,9.8,6,14,185,0.0000,63
51110,1501.4,2800.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,13,15,9.9,6,13,172,0.0000,65
51120,1424.2,2700.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,12,15,10.2,7,13,184,0.0000,115
51130,1484.3,2700.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,12,15,9.6,7,14,178,0.0000,61
51140,1371.9,2600.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,13,15,9.6,6,14,172,0.0000,115
51150,1530.4,2800.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,12,15,10.0,7,14,191,0.0000,84
51160,1482.2,2650.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,13,15,10.1,6,16,169,0.0000,107
51170,1392.9,2700.5,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,12,15,11.6,6,15,164,0.0000,56
51180,1544.2,2800.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,12,15,12.5,8,16,182,0.0000,93
51190,1501.8,3100.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,12,15,13.0,8,16,187,0.0000,67
51200,1335.0,2847.6,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,12,15,13.5,9,17,182,0.0000,107
51210,1475.5,2750.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,12,15,13.9,11,16,183,0.0000,95
51220,1367.7,2750.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,12,15,14.0,10,17,192,0.0000,120
51230,1362.4,2650.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,12,15,14.2,9,18,181,0.0000,132
51240,1403.7,2550.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,12,15,13.3,8,18,190,0.0000,106
51250,1333.8,2650.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,12,15,14.0,8,18,188,0.0000,147
51260,1512.2,2700.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,11,15,13.8,11,18,181,0.0000,114
51270,1297.9,2750.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,12,15,14.3,11,18,186,0.0000,124
51280,1372.1,2650.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,12,15,14.0,10,18,212,0.0000,127
51290,1513.3,2800.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,12,15,14.0,10,18,178,0.0000,80
51300,1426.5,2750.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,11,15,13.8,9,19,193,0.0000,117
51310,1487.8,3000.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,12,15,14.2,9,19,175,0.0000,93
51320,1522.7,2900.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,12,15,13.9,9,20,184,0.0000,92
51330,1515.5,2600.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,12,15,13.8,8,18,161,0.0000,71
51340,1475.4,2800.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,11,15,13.2,7,19,193,0.0000,87
51350,1509.9,3050.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,12,15,12.7,8,19,177,0.0000,84
51360,1467.7,2750.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,12,15,13.0,8,18,204,0.0000,79
51370,1487.1,2700.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,12,15,13.5,8,18,189,0.0000,105
51380,1405.1,2850.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,12,15,13.3,9,18,193,0.0000,107
51390,1333.7,3100.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,11,15,12.6,8,18,199,0.0000,104
51400,1424.1,2744.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,13,15,12.9,8,18,188,0.0000,104
51410,1462.7,2500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,12,15,13.4,8,17,165,0.0000,52
51420,1469.6,2600.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,11,16,12.4,7,17,197,0.0000,81
51430,1487.2,3050.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,12,15,12.6,9,18,172,0.0000,88
51440,1359.1,2700.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,12,15,13.0,8,17,194,0.0000,98
51450,1468.3,2900.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,12,15,13.0,7,17,185,0.0000,78
51460,1358.1,2600.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,12,15,12.8,8,17,183,0.0000,106
51470,1513.0,2800.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,12,15,12.9,7,19,183,0.0000,114
51480,1301.4,2550.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,11,15,13.1,7,19,208,0.0000,138
51490,1370.8,2550.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,12,15,13.2,7,20,174,0.0000,130
51500,1448.2,2900.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,12,15,12.2,8,21,177,0.0000,102
51510,1337.7,2750.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,11,15,12.5,8,21,166,0.0000,105
51520,1377.3,2650.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,12,15,12.6,8,22,179,0.0000,111
51530,1456.4,2700.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,11,15,12.8,8,22,197,0.0000,79
51540,1451.4,2950.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,12,15,12.0,9,21,200,0.0000,92
51550,1429.5,2850.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,12,16,11.7,8,15,196,0.0000,125
51560,1440.1,2650.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,12,15,11.7,9,17,207,0.0000,103
51570,1451.1,3000.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,12,16,11.9,8,17,180,0.0000,121
51580,1422.8,2900.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,12,15,12.0,10,16,181,0.0000,72
51590,1422.8,2600.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,12,15,12.0,9,19,200,0.0000,117
51600,1595.4,2750.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,11,15,12.3,9,18,163,0.0000,80
51610,1399.8,2700.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,12,16,12.1,9,17,205,0.0000,117
51620,1405.6,2450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.5,10,15,12.2,9,17,196,0.0000,62
51630,1518.7,2600.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,12,15,11.9,8,16,182,0.0000,85
51640,1426.4,2900.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.6,12,15,11.8,7,16,177,0.0000,109
51650,1400.5,2850.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,12,15,11.7,7,16,178,0.0000,97
51660,1465.4,2800.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,12,15,12.6,8,18,193,0.0000,96
51670,1323.8,2750.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,12,15,11.7,7,16,187,0.0000,114
51680,1411.1,2600.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,12,15,12.2,7,17,180,0.0000,115
51690,1406.9,2950.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,11,15,11.8,7,17,200,0.0000,95
51700,1411.7,2600.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,12,15,11.6,8,17,196,0.0000,83
51710,1479.4,2950.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,12,15,11.6,7,15,191,0.0000,93
51720,1388.7,2550.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.5,11,15,12.1,7,15,177,0.0000,88
51730,1412.0,2850.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,11,15,11.4,8,17,203,0.0000,71
51740,1497.1,2650.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,12,15,10.9,7,18,186,0.0000,99
51750,1489.0,3000.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.5,11,15,10.3,7,14,158,0.0000,51
51760,1486.2,2950.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.6,11,15,10.7,6,15,166,0.0000,63
51770,1481.4,3000.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.6,11,15,11.0,6,14,192,0.0000,85
51780,1480.1,2750.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,12,15,10.7,7,14,189,0.0000,46
51790,1480.8,3150.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.5,11,15,10.9,7,15,171,0.0000,65
51800,1336.8,2550.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,12,15,10.8,7,13,192,0.0000,86
51810,1432.0,2800.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.5,11,15,10.6,7,14,197,0.0000,73
51820,1412.9,2650.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.6,11,15,10.3,7,14,184,0.0000,73
51830,1511.3,2600.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,12,15,10.0,5,14,174,0.0000,64
51840,1544.0,3000.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,12,16,9.7,6,15,170,0.0000,66
51850,1414.0,2952.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,11,15,9.3,5,16,175,0.0000,56
51860,1458.8,2750.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,12,15,9.7,4,15,179,0.0000,109
51870,1460.8,2850.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.6,12,15,10.3,5,15,160,0.0000,51
51880,1446.2,2700.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,12,15,10.7,4,16,211,0.0000,105
51890,1355.8,2650.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,12,15,10.8,4,15,199,0.0000,140
51900,1366.8,2450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,11,15,10.2,4,15,188,0.0000,71
51910,1319.6,2500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,12,15,10.3,4,14,165,0.0000,59
51920,1459.4,2700.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.6,12,15,10.8,4,14,161,0.0000,41
51930,1480.8,2700.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,12,15,10.0,6,14,186,0.0000,75
51940,1459.5,2750.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,11,15,10.5,6,14,191,0.0000,69
51950,1272.6,2950.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,12,15,10.1,6,15,210,0.0000,131
51960,1430.9,3000.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.6,12,15,9.7,7,15,165,0.0000,87
51970,1425.5,2850.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.6,12,15,9.9,7,15,180,0.0000,48
51980,1410.5,2600.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.6,11,15,9.9,7,13,212,0.0000,104
51990,1233.6,2400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.6,11,15,10.7,7,14,193,0.0000,140
52000,1460.2,2900.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,12,15,10.6,6,15,169,0.0000,60
52010,1383.5,2750.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,12,15,10.4,6,14,218,0.0000,106
52020,1478.8,2550.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,11,15,10.7,7,16,190,0.0000,110
52030,1421.4,2550.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.6,12,16,9.7,6,15,194,0.0000,134
52040,1481.0,2650.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,11,15,9.8,5,14,179,0.0000,111
52050,1307.8,2700.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.6,12,15,10.2,4,14,192,0.0000,131
52060,1368.3,2950.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,12,15,10.0,5,14,212,0.0000,73
52070,1502.4,2800.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,12,15,9.9,5,14,189,0.0000,99
52080,1487.4,2800.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,12,15,10.2,5,15,169,0.0000,80
52090,1449.1,2800.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,12,15,8.7,6,13,178,0.0000,56
52100,1438.9,2850.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,12,15,8.4,6,13,188,0.0000,67
52110,1343.7,2800.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.6,11,15,8.6,5,14,183,0.0000,92
52120,1483.1,2800.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,11,15,8.8,3,14,173,0.0000,99
52130,1455.5,2600.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.6,11,15,8.6,4,14,184,0.0000,83
52140,1464.0,2650.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,12,15,8.4,4,14,168,0.0000,82
52150,1423.1,2900.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,12,15,8.6,4,15,186,0.0000,73
52160,1469.6,2800.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.6,12,15,9.5,5,15,195,0.0000,80
52170,1366.7,2550.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.6,11,15,9.3,5,15,218,0.0000,113
52180,1464.8,2600.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,13,15,10.5,5,16,190,0.0000,65
