generation,mi_zone_damage,mi_energy_delta,mi_freeze_pressure,mi_food_dx,mi_food_dy,mi_food_dist,mi_ally_dx,mi_ally_dy,mi_ally_dist,mi_sig0_str,mi_sig0_dx,mi_sig0_dy,mi_sig1_str,mi_sig1_dx,mi_sig1_dy,mi_sig2_str,mi_sig2_dx,mi_sig2_dy,mi_sig3_str,mi_sig3_dx,mi_sig3_dy,mi_sig4_str,mi_sig4_dx,mi_sig4_dy,mi_sig5_str,mi_sig5_dx,mi_sig5_dy,mi_mem0,mi_mem1,mi_mem2,mi_mem3,mi_mem4,mi_mem5,mi_mem6,mi_mem7,mi_energy,mi_death_nearby,mi_death_dx,mi_death_dy
71380,0.0229,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0095,0.0043,0.0031,0.0950,0.0277,0.0666,0.1337,0.1250,0.0920,0.0000,0.0253,0.0425,0.0043,0.0052,0.0036,0.0000,0.0000,0.0000,0.0068,0.0306,0.0248,0.0457,0.0100,0.0520,0.0653,0.0831,0.0026,0.0000,0.0000,0.0000
71390,0.0306,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0176,0.0063,0.0066,0.1388,0.0738,0.0792,0.1452,0.0479,0.0428,0.0000,0.0326,0.0473,0.0052,0.0058,0.0056,0.0000,0.0000,0.0000,0.0061,0.0487,0.0426,0.0582,0.0230,0.0660,0.0864,0.0902,0.0069,0.0000,0.0000,0.0000
71400,0.0295,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0185,0.0072,0.0078,0.1072,0.0715,0.0747,0.1754,0.0557,0.0536,0.1433,0.0433,0.0612,0.0095,0.0081,0.0080,0.0000,0.0000,0.0000,0.0079,0.0404,0.0336,0.0525,0.0283,0.0624,0.0861,0.0779,0.0085,0.0000,0.0000,0.0000
71410,0.0390,0.0016,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0168,0.0096,0.0095,0.1212,0.0850,0.0867,0.1746,0.0635,0.0522,0.1111,0.0410,0.0484,0.0103,0.0087,0.0077,0.0000,0.0000,0.0000,0.0069,0.0389,0.0311,0.0508,0.0238,0.0563,0.0835,0.0722,0.0073,0.0000,0.0000,0.0000
71420,0.0335,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0111,0.0049,0.0047,0.0997,0.0613,0.0541,0.2067,0.0733,0.0621,0.1169,0.0452,0.0560,0.0316,0.0247,0.0276,0.0000,0.0000,0.0000,0.0038,0.0212,0.0170,0.0414,0.0117,0.0486,0.0661,0.0671,0.0036,0.0000,0.0000,0.0000
71430,0.0137,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0146,0.0094,0.0084,0.1053,0.0618,0.0643,0.1348,0.0524,0.0513,0.0909,0.0295,0.0460,0.0596,0.0375,0.0442,0.0000,0.0000,0.0000,0.0036,0.0294,0.0239,0.0632,0.0094,0.0693,0.0917,0.0738,0.0065,0.0000,0.0000,0.0000
71440,0.0276,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0117,0.0036,0.0026,0.0873,0.0283,0.0687,0.1628,0.0567,0.0557,0.1444,0.0462,0.0591,0.0106,0.0097,0.0083,0.0000,0.0000,0.0000,0.0069,0.0434,0.0353,0.0637,0.0191,0.0787,0.0987,0.0981,0.0087,0.0000,0.0000,0.0000
71450,0.0364,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0077,0.0023,0.0022,0.1409,0.0677,0.0662,0.0919,0.0588,0.0512,0.0887,0.0382,0.0508,0.0476,0.0370,0.0376,0.0000,0.0000,0.0000,0.0033,0.0191,0.0170,0.0520,0.0131,0.0558,0.0827,0.0790,0.0032,0.0000,0.0000,0.0000
71460,0.0186,0.0016,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0064,0.0033,0.0029,0.1188,0.0332,0.0815,0.1785,0.0617,0.0529,0.1443,0.0458,0.0670,0.0109,0.0105,0.0084,0.0000,0.0000,0.0000,0.0029,0.0253,0.0201,0.0449,0.0086,0.0534,0.0733,0.0706,0.0059,0.0000,0.0000,0.0000
71470,0.0256,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0098,0.0043,0.0042,0.1642,0.1023,0.0735,0.1345,0.1344,0.0462,0.1218,0.0346,0.0568,0.0192,0.0160,0.0149,0.0000,0.0000,0.0000,0.0035,0.0197,0.0172,0.0385,0.0054,0.0571,0.0782,0.0611,0.0028,0.0000,0.0000,0.0000
71480,0.0178,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0046,0.0028,0.0027,0.1085,0.0065,0.0516,0.1737,0.0577,0.0543,0.1472,0.0560,0.0635,0.0277,0.0230,0.0208,0.0000,0.0000,0.0000,0.0012,0.0194,0.0181,0.0504,0.0047,0.0609,0.0777,0.0684,0.0027,0.0000,0.0000,0.0000
71490,0.0162,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0037,0.0022,0.0025,0.1324,0.0319,0.1077,0.1585,0.1526,0.0532,0.2457,0.0601,0.0885,0.0323,0.0240,0.0248,0.0000,0.0000,0.0000,0.0023,0.0179,0.0174,0.0369,0.0068,0.0520,0.0659,0.0596,0.0026,0.0000,0.0000,0.0000
71500,0.0204,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0192,0.0114,0.0122,0.1736,0.0930,0.0878,0.1327,0.1256,0.1077,0.1577,0.0385,0.0755,0.0314,0.0227,0.0238,0.0000,0.0000,0.0000,0.0054,0.0330,0.0291,0.0748,0.0100,0.0800,0.0949,0.0835,0.0084,0.0000,0.0000,0.0000
71510,0.0176,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0143,0.0086,0.0064,0.1595,0.1052,0.0956,0.1287,0.1269,0.0429,0.1453,0.0412,0.0601,0.0241,0.0193,0.0195,0.0000,0.0000,0.0000,0.0045,0.0276,0.0250,0.0546,0.0090,0.0684,0.0822,0.0654,0.0050,0.0000,0.0000,0.0000
71520,0.0288,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0147,0.0112,0.0106,0.1881,0.1163,0.0821,0.1508,0.1619,0.0552,0.1580,0.0643,0.0654,0.0217,0.0180,0.0170,0.0000,0.0000,0.0000,0.0022,0.0287,0.0221,0.0485,0.0134,0.0552,0.0759,0.0693,0.0036,0.0000,0.0000,0.0000
71530,0.0371,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0236,0.0078,0.0100,0.1753,0.0368,0.0875,0.1241,0.1280,0.0431,0.1244,0.0572,0.0637,0.0396,0.0288,0.0245,0.0000,0.0000,0.0000,0.0069,0.0463,0.0387,0.0778,0.0131,0.0822,0.0953,0.0987,0.0082,0.0000,0.0000,0.0000
71540,0.0293,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0169,0.0081,0.0088,0.1808,0.0738,0.1019,0.1130,0.1364,0.0980,0.1273,0.0658,0.0650,0.0865,0.0499,0.0571,0.0000,0.0000,0.0000,0.0047,0.0334,0.0290,0.0610,0.0110,0.0962,0.1147,0.0850,0.0040,0.0000,0.0000,0.0000
71550,0.0299,0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0161,0.0079,0.0071,0.1914,0.1127,0.0892,0.1543,0.1540,0.0531,0.1460,0.0627,0.0722,0.0696,0.0492,0.0483,0.0000,0.0000,0.0000,0.0046,0.0254,0.0167,0.0516,0.0098,0.0717,0.0932,0.0767,0.0060,0.0000,0.0000,0.0000
71560,0.0323,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0167,0.0135,0.0125,0.1686,0.0321,0.0921,0.1787,0.0585,0.0496,0.1350,0.0608,0.0607,0.0409,0.0289,0.0301,0.0000,0.0000,0.0000,0.0039,0.0279,0.0204,0.0572,0.0152,0.0782,0.0974,0.0868,0.0062,0.0000,0.0000,0.0000
71570,0.0208,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0121,0.0075,0.0086,0.1639,0.0158,0.0603,0.1178,0.1420,0.1111,0.1685,0.0572,0.0694,0.0294,0.0249,0.0215,0.0000,0.0000,0.0000,0.0052,0.0231,0.0184,0.0456,0.0140,0.0602,0.0768,0.0791,0.0038,0.0000,0.0000,0.0000
71580,0.0204,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0082,0.0042,0.0040,0.2044,0.0349,0.0628,0.1781,0.1286,0.0455,0.1948,0.0561,0.0662,0.0686,0.0472,0.0453,0.0000,0.0000,0.0000,0.0044,0.0214,0.0190,0.0802,0.0069,0.1188,0.1362,0.1482,0.0021,0.0000,0.0000,0.0000
71590,0.0192,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0095,0.0070,0.0067,0.1293,0.0120,0.0542,0.1832,0.0519,0.0473,0.0741,0.0424,0.0535,0.0855,0.0529,0.0554,0.0000,0.0000,0.0000,0.0036,0.0179,0.0163,0.0765,0.0041,0.1240,0.1481,0.1280,0.0031,0.0000,0.0000,0.0000
71600,0.0283,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0129,0.0063,0.0071,0.1473,0.0040,0.0411,0.1158,0.1169,0.0405,0.1063,0.0509,0.0510,0.0767,0.0446,0.0488,0.0000,0.0000,0.0000,0.0072,0.0327,0.0277,0.0892,0.0081,0.1251,0.1403,0.1436,0.0041,0.0000,0.0000,0.0000
71610,0.0260,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0151,0.0065,0.0091,0.1536,0.0012,0.0331,0.1312,0.1311,0.0469,0.0912,0.0333,0.0527,0.0372,0.0323,0.0303,0.0000,0.0000,0.0000,0.0062,0.0267,0.0230,0.0844,0.0114,0.1192,0.1313,0.1495,0.0057,0.0000,0.0000,0.0000
71620,0.0237,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0176,0.0071,0.0073,0.1184,0.0013,0.0425,0.1207,0.1219,0.0412,0.0819,0.0345,0.0472,0.0821,0.0554,0.0575,0.0000,0.0000,0.0000,0.0090,0.0320,0.0286,0.0798,0.0126,0.1368,0.1475,0.1308,0.0053,0.0000,0.0000,0.0000
71630,0.0238,0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0184,0.0125,0.0110,0.1692,0.0372,0.0849,0.1203,0.1145,0.0959,0.0831,0.0423,0.0523,0.1240,0.0727,0.0868,0.0000,0.0000,0.0000,0.0076,0.0382,0.0360,0.0955,0.0059,0.1331,0.1587,0.1371,0.0042,0.0000,0.0000,0.0000
71640,0.0229,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0194,0.0100,0.0122,0.1796,0.0896,0.1112,0.1617,0.0516,0.0484,0.0813,0.0377,0.0511,0.0889,0.0523,0.0574,0.0000,0.0000,0.0000,0.0080,0.0397,0.0338,0.0734,0.0114,0.1069,0.1285,0.0895,0.0068,0.0000,0.0000,0.0000
71650,0.0122,0.0011,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0073,0.0061,0.0054,0.1497,0.0701,0.0900,0.2092,0.0664,0.0533,0.0653,0.0512,0.0490,0.0963,0.0588,0.0634,0.0000,0.0000,0.0000,0.0044,0.0162,0.0156,0.0459,0.0068,0.0908,0.1077,0.0756,0.0044,0.0000,0.0000,0.0000
71660,0.0242,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0140,0.0087,0.0085,0.1820,0.0728,0.0967,0.2041,0.1606,0.0547,0.0983,0.0450,0.0547,0.0537,0.0414,0.0444,0.0000,0.0000,0.0000,0.0057,0.0223,0.0204,0.0509,0.0121,0.0856,0.1035,0.0731,0.0066,0.0000,0.0000,0.0000
71670,0.0179,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0121,0.0056,0.0076,0.1304,0.0123,0.0489,0.1101,0.1263,0.1012,0.1405,0.0536,0.0555,0.1249,0.0701,0.0913,0.0000,0.0000,0.0000,0.0060,0.0208,0.0196,0.0672,0.0043,0.1240,0.1398,0.1114,0.0056,0.0000,0.0000,0.0000
71680,0.0224,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0097,0.0055,0.0049,0.1038,0.0501,0.0741,0.1349,0.1285,0.1017,0.1101,0.0439,0.0550,0.0623,0.0415,0.0457,0.0000,0.0000,0.0000,0.0051,0.0228,0.0213,0.0507,0.0082,0.0866,0.0990,0.0898,0.0031,0.0000,0.0000,0.0000
71690,0.0196,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0157,0.0053,0.0073,0.1546,0.0672,0.1174,0.0995,0.1099,0.1040,0.0854,0.0358,0.0500,0.0974,0.0591,0.0510,0.0000,0.0000,0.0000,0.0079,0.0268,0.0254,0.0541,0.0038,0.0977,0.1091,0.0830,0.0045,0.0000,0.0000,0.0000
71700,0.0114,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0056,0.0026,0.0029,0.1249,0.0437,0.0765,0.1133,0.1286,0.0936,0.0612,0.0317,0.0393,0.1192,0.0716,0.0869,0.0000,0.0000,0.0000,0.0020,0.0106,0.0107,0.0465,0.0020,0.1035,0.1182,0.0741,0.0027,0.0000,0.0000,0.0000
71710,0.0262,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0138,0.0090,0.0083,0.1689,0.0677,0.0810,0.1458,0.0976,0.0938,0.0000,0.0138,0.0331,0.0675,0.0447,0.0500,0.0000,0.0000,0.0000,0.0053,0.0230,0.0204,0.0599,0.0149,0.0958,0.1007,0.0994,0.0063,0.0000,0.0000,0.0000
71720,0.0157,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0090,0.0044,0.0058,0.0882,0.0650,0.0847,0.1286,0.1492,0.1150,0.0000,0.0528,0.0538,0.1065,0.0632,0.0598,0.0000,0.0000,0.0000,0.0038,0.0151,0.0145,0.0428,0.0035,0.0779,0.0938,0.0647,0.0027,0.0000,0.0000,0.0000
71730,0.0141,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0055,0.0025,0.0029,0.1212,0.0575,0.0991,0.1221,0.1457,0.0955,0.0000,0.0318,0.0453,0.0680,0.0453,0.0413,0.0000,0.0000,0.0000,0.0016,0.0124,0.0115,0.0407,0.0063,0.0745,0.0861,0.0711,0.0021,0.0000,0.0000,0.0000
71740,0.0176,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0035,0.0010,0.0014,0.1881,0.0983,0.0989,0.1742,0.1799,0.0598,0.2020,0.0651,0.0739,0.0676,0.0567,0.0505,0.0000,0.0000,0.0000,0.0024,0.0127,0.0107,0.0252,0.0050,0.0482,0.0661,0.0646,0.0017,0.0000,0.0000,0.0000
71750,0.0178,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0091,0.0049,0.0061,0.1196,0.0044,0.1036,0.1550,0.1370,0.0835,0.1197,0.0484,0.0612,0.0643,0.0438,0.0465,0.0000,0.0000,0.0000,0.0047,0.0183,0.0162,0.0316,0.0100,0.0572,0.0693,0.0616,0.0049,0.0000,0.0000,0.0000
71760,0.0167,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0063,0.0035,0.0033,0.1298,0.0060,0.0598,0.1597,0.1358,0.0844,0.1572,0.0557,0.0661,0.0540,0.0429,0.0440,0.0000,0.0000,0.0000,0.0037,0.0167,0.0146,0.0337,0.0118,0.0462,0.0595,0.0638,0.0022,0.0000,0.0000,0.0000
71770,0.0135,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0108,0.0056,0.0057,0.1294,0.0126,0.0613,0.1232,0.1415,0.0896,0.1854,0.0618,0.0739,0.0858,0.0524,0.0543,0.0000,0.0000,0.0000,0.0053,0.0208,0.0183,0.0455,0.0093,0.0580,0.0679,0.0621,0.0032,0.0000,0.0000,0.0000
71780,0.0159,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0064,0.0015,0.0016,0.0945,0.0347,0.0738,0.1432,0.1278,0.0674,0.1126,0.0460,0.0576,0.1225,0.0809,0.0799,0.0000,0.0000,0.0000,0.0034,0.0111,0.0101,0.0458,0.0069,0.0710,0.0847,0.0775,0.0037,0.0000,0.0000,0.0000
71790,0.0212,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0051,0.0031,0.0020,0.0862,0.0436,0.0584,0.1296,0.0451,0.0546,0.1231,0.0497,0.0543,0.1238,0.0803,0.0820,0.0000,0.0000,0.0000,0.0031,0.0145,0.0119,0.0535,0.0108,0.0986,0.1136,0.0994,0.0033,0.0000,0.0000,0.0000
71800,0.0117,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0052,0.0008,0.0011,0.1676,0.0635,0.0644,0.1164,0.1448,0.0582,0.0967,0.0300,0.0509,0.1215,0.0833,0.0743,0.0000,0.0000,0.0000,0.0028,0.0092,0.0081,0.0457,0.0067,0.0740,0.0923,0.1046,0.0042,0.0000,0.0000,0.0000
71810,0.0243,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0126,0.0054,0.0054,0.1687,0.0558,0.0606,0.1640,0.1489,0.0823,0.0000,0.0430,0.0463,0.1173,0.0781,0.0758,0.0000,0.0000,0.0000,0.0053,0.0221,0.0204,0.0598,0.0125,0.0884,0.1116,0.1090,0.0045,0.0000,0.0000,0.0000
71820,0.0209,0.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0106,0.0063,0.0066,0.1236,0.0569,0.0631,0.1569,0.1465,0.0716,0.1029,0.0503,0.0443,0.0633,0.0799,0.0826,0.0000,0.0000,0.0000,0.0041,0.0184,0.0180,0.0533,0.0069,0.0824,0.1034,0.0856,0.0044,0.0000,0.0000,0.0000
71830,0.0172,0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0119,0.0039,0.0046,0.0942,0.0305,0.0567,0.1390,0.0908,0.0710,0.0000,0.0372,0.0371,0.0670,0.0789,0.0907,0.0000,0.0000,0.0000,0.0062,0.0173,0.0169,0.0591,0.0055,0.0917,0.1091,0.0939,0.0040,0.0000,0.0000,0.0000
71840,0.0193,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0085,0.0033,0.0032,0.1184,0.0567,0.0526,0.1374,0.1193,0.0694,0.0000,0.0405,0.0334,0.0818,0.0513,0.0518,0.0000,0.0000,0.0000,0.0043,0.0192,0.0172,0.0419,0.0138,0.0731,0.0921,0.0820,0.0046,0.0000,0.0000,0.0000
71850,0.0172,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0101,0.0041,0.0039,0.1640,0.0541,0.0544,0.1329,0.0829,0.0681,0.0000,0.0410,0.0426,0.0646,0.0459,0.0451,0.0000,0.0000,0.0000,0.0050,0.0204,0.0190,0.0423,0.0111,0.0703,0.0789,0.0846,0.0053,0.0000,0.0000,0.0000
71860,0.0172,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0105,0.0053,0.0059,0.1509,0.1076,0.0877,0.0987,0.0729,0.0638,0.0000,0.0429,0.0509,0.0447,0.0316,0.0306,0.0000,0.0000,0.0000,0.0050,0.0151,0.0142,0.0327,0.0087,0.0402,0.0608,0.0424,0.0054,0.0000,0.0000,0.0000
71870,0.0246,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0112,0.0069,0.0082,0.1151,0.0845,0.0793,0.0693,0.0573,0.0538,0.0000,0.0179,0.0217,0.0346,0.0270,0.0247,0.0000,0.0000,0.0000,0.0047,0.0224,0.0209,0.0448,0.0203,0.0572,0.0762,0.0672,0.0057,0.0000,0.0000,0.0000
71880,0.0391,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0207,0.0109,0.0122,0.1474,0.0661,0.0493,0.0382,0.0317,0.0314,0.0000,0.0166,0.0212,0.0223,0.0205,0.0170,0.0000,0.0000,0.0000,0.0074,0.0498,0.0460,0.0761,0.0331,0.0931,0.1002,0.0952,0.0095,0.0000,0.0000,0.0000
71890,0.0310,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0118,0.0061,0.0058,0.1290,0.0764,0.0522,0.0851,0.0697,0.0642,0.0000,0.0321,0.0376,0.0522,0.0457,0.0422,0.0000,0.0000,0.0000,0.0057,0.0300,0.0277,0.0558,0.0244,0.0751,0.0920,0.0775,0.0059,0.0000,0.0000,0.0000
71900,0.0310,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0187,0.0067,0.0075,0.0896,0.0536,0.0439,0.0628,0.0423,0.0391,0.0000,0.0345,0.0317,0.0860,0.0536,0.0574,0.0000,0.0000,0.0000,0.0074,0.0363,0.0339,0.0758,0.0217,0.1124,0.1284,0.1138,0.0115,0.0000,0.0000,0.0000
71910,0.0324,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0079,0.0050,0.0039,0.1271,0.0604,0.0454,0.0724,0.0463,0.0456,0.0000,0.0217,0.0206,0.0720,0.0449,0.0557,0.0000,0.0000,0.0000,0.0031,0.0369,0.0353,0.0697,0.0280,0.1021,0.1063,0.0945,0.0050,0.0000,0.0000,0.0000
71920,0.0307,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0141,0.0076,0.0063,0.1360,0.0592,0.0547,0.1459,0.0752,0.0869,0.0000,0.0468,0.0422,0.0889,0.0635,0.0588,0.0000,0.0000,0.0000,0.0062,0.0337,0.0308,0.0732,0.0237,0.1046,0.1212,0.0939,0.0100,0.0000,0.0000,0.0000
71930,0.0242,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0052,0.0024,0.0029,0.1214,0.0104,0.0506,0.1355,0.1003,0.0811,0.1439,0.0504,0.0580,0.0807,0.0454,0.0534,0.0000,0.0000,0.0000,0.0023,0.0262,0.0256,0.0724,0.0126,0.1102,0.1244,0.0929,0.0041,0.0000,0.0000,0.0000
71940,0.0231,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0157,0.0064,0.0076,0.0762,0.0822,0.0508,0.1835,0.1226,0.1205,0.1164,0.0526,0.0580,0.1109,0.0680,0.0811,0.0000,0.0000,0.0000,0.0097,0.0425,0.0392,0.0894,0.0141,0.1299,0.1417,0.1048,0.0052,0.0000,0.0000,0.0000
71950,0.0175,0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0087,0.0061,0.0068,0.1077,0.0033,0.0440,0.1133,0.0706,0.0687,0.0000,0.0440,0.0475,0.0535,0.0431,0.0428,0.0000,0.0000,0.0000,0.0036,0.0240,0.0222,0.0678,0.0162,0.0981,0.1102,0.0920,0.0056,0.0000,0.0000,0.0000
71960,0.0188,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0132,0.0046,0.0058,0.1094,0.0020,0.0518,0.1329,0.0923,0.0841,0.1462,0.0446,0.0587,0.0341,0.0242,0.0244,0.0000,0.0000,0.0000,0.0058,0.0343,0.0323,0.0631,0.0236,0.0826,0.0932,0.0901,0.0061,0.0000,0.0000,0.0000
71970,0.0278,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0164,0.0083,0.0079,0.1009,0.0353,0.0405,0.0990,0.0633,0.0576,0.0000,0.0398,0.0485,0.0221,0.0181,0.0201,0.0000,0.0000,0.0000,0.0063,0.0457,0.0420,0.0771,0.0320,0.0929,0.1053,0.1058,0.0095,0.0000,0.0000,0.0000
71980,0.0226,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0115,0.0050,0.0067,0.0981,0.0331,0.0566,0.0993,0.0632,0.0578,0.0000,0.0393,0.0349,0.0891,0.0535,0.0560,0.0000,0.0000,0.0000,0.0045,0.0315,0.0301,0.0641,0.0195,0.0962,0.1109,0.0922,0.0058,0.0000,0.0000,0.0000
71990,0.0283,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0084,0.0040,0.0051,0.0820,0.0306,0.0475,0.1171,0.0977,0.0628,0.0000,0.0396,0.0456,0.0814,0.0517,0.0454,0.0000,0.0000,0.0000,0.0030,0.0466,0.0439,0.0777,0.0239,0.1200,0.1328,0.1180,0.0097,0.0000,0.0000,0.0000
72000,0.0363,0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0165,0.0071,0.0068,0.0860,0.0417,0.0409,0.0659,0.0507,0.0396,0.0000,0.0261,0.0276,0.0938,0.0635,0.0605,0.0000,0.0000,0.0000,0.0087,0.0421,0.0379,0.0796,0.0249,0.1208,0.1307,0.1144,0.0116,0.0000,0.0000,0.0000
72010,0.0303,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0145,0.0067,0.0053,0.1225,0.0037,0.0296,0.0640,0.0420,0.0448,0.0000,0.0170,0.0272,0.0707,0.0490,0.0532,0.0000,0.0000,0.0000,0.0065,0.0364,0.0341,0.0899,0.0212,0.1363,0.1447,0.1421,0.0068,0.0000,0.0000,0.0000
72020,0.0377,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0171,0.0118,0.0107,0.1098,0.0011,0.0314,0.0842,0.0641,0.0506,0.0000,0.0301,0.0338,0.0581,0.0419,0.0416,0.0000,0.0000,0.0000,0.0069,0.0527,0.0469,0.1092,0.0437,0.1364,0.1465,0.1452,0.0111,0.0000,0.0000,0.0000
72030,0.0289,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0074,0.0023,0.0018,0.0957,0.0378,0.0434,0.0864,0.0489,0.0517,0.0000,0.0245,0.0352,0.1184,0.0802,0.0736,0.0000,0.0000,0.0000,0.0042,0.0392,0.0356,0.0936,0.0276,0.1252,0.1425,0.1338,0.0071,0.0000,0.0000,0.0000
72040,0.0247,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0115,0.0036,0.0037,0.1557,0.0061,0.0256,0.1028,0.0793,0.0568,0.1099,0.0405,0.0519,0.0701,0.0513,0.0470,0.0000,0.0000,0.0000,0.0052,0.0313,0.0282,0.0977,0.0099,0.1303,0.1423,0.1515,0.0073,0.0000,0.0000,0.0000
72050,0.0166,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0085,0.0046,0.0038,0.1173,0.0053,0.0345,0.1133,0.0891,0.0649,0.0000,0.0402,0.0502,0.0590,0.0436,0.0408,0.0000,0.0000,0.0000,0.0042,0.0268,0.0235,0.0844,0.0156,0.1110,0.1247,0.1161,0.0082,0.0000,0.0000,0.0000
