generation,avg_fitness,max_fitness,signals_emitted,iconicity,mutual_info,jsd_no_pred,jsd_pred,silence_corr,sender_fit_corr,traj_fluct_ratio,receiver_fit_corr,response_fit_corr,silence_onset_jsd,silence_move_delta,avg_base_hidden,min_base_hidden,max_base_hidden,zone_deaths,signal_entropy,freeze_zone_deaths,food_mi,poison_eaten,energy_delta_mi
176160,818.3,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0,4,9,86,0.0000,57,0.0000,6040,0.0000
176170,801.4,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0,4,9,89,0.0000,72,0.0000,6180,0.0000
176180,800.3,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.1,4,9,144,0.0000,92,0.0000,6077,0.0000
176190,806.0,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3,4,9,118,0.0000,50,0.0000,5952,0.0000
176200,808.1,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.2,4,9,114,0.0000,61,0.0000,5990,0.0000
176210,796.6,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3,4,9,127,0.0000,73,0.0000,6154,0.0000
176220,799.7,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.2,4,9,141,0.0000,95,0.0000,5971,0.0000
176230,791.4,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.2,4,9,148,0.0000,92,0.0000,6004,0.0000
176240,801.7,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.2,4,9,74,0.0000,52,0.0000,5946,0.0000
176250,796.3,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.1,4,9,139,0.0000,65,0.0000,5961,0.0000
176260,810.9,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0,4,9,88,0.0000,71,0.0000,6056,0.0000
176270,805.9,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0,4,9,97,0.0000,50,0.0000,6058,0.0000
176280,806.9,1600.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.1,4,9,91,0.0000,74,0.0000,6001,0.0000
176290,793.5,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.2,4,10,141,0.0000,113,0.0000,5974,0.0000
176300,796.4,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.1,4,9,162,0.0000,103,0.0000,5983,0.0000
176310,799.6,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.2,4,9,105,0.0000,63,0.0000,6042,0.0000
176320,794.8,1300.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.2,4,9,138,0.0000,105,0.0000,5872,0.0000
176330,789.9,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.1,4,8,147,0.0000,137,0.0000,5993,0.0000
176340,792.7,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0,4,9,167,0.0000,92,0.0000,5774,0.0000
176350,809.7,1350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.9,4,8,76,0.0000,56,0.0000,6018,0.0000
176360,784.4,1550.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.1,4,9,211,0.0000,101,0.0000,5867,0.0000
176370,802.7,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0,4,9,74,0.0000,58,0.0000,6003,0.0000
176380,787.0,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0,4,9,112,0.0000,43,0.0000,6149,0.0000
176390,801.0,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.9,4,9,63,0.0000,37,0.0000,6049,0.0000
176400,768.2,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0,4,9,240,0.0000,104,0.0000,5765,0.0000
176410,811.7,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.1,4,9,89,0.0000,72,0.0000,6064,0.0000
176420,803.3,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.1,4,9,103,0.0000,83,0.0000,5989,0.0000
176430,800.3,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3,4,9,90,0.0000,62,0.0000,6098,0.0000
176440,802.4,1550.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.2,4,9,100,0.0000,62,0.0000,6094,0.0000
176450,805.2,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.2,4,9,100,0.0000,72,0.0000,6001,0.0000
176460,803.9,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3,4,9,158,0.0000,65,0.0000,6161,0.0000
176470,810.8,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.2,4,9,108,0.0000,90,0.0000,5840,0.0000
176480,798.0,1350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3,4,9,137,0.0000,113,0.0000,5933,0.0000
176490,800.4,1350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.4,4,9,129,0.0000,81,0.0000,6007,0.0000
176500,776.5,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3,4,9,199,0.0000,80,0.0000,5762,0.0000
176510,771.9,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.4,4,10,166,0.0000,152,0.0000,5943,0.0000
176520,811.9,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.2,4,9,88,0.0000,59,0.0000,6100,0.0000
176530,803.8,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.2,4,9,112,0.0000,51,0.0000,6006,0.0000
176540,809.9,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.2,4,9,66,0.0000,32,0.0000,6058,0.0000
176550,800.0,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3,4,9,65,0.0000,45,0.0000,5977,0.0000
176560,812.4,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.4,4,9,63,0.0000,41,0.0000,6004,0.0000
176570,787.1,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.5,4,9,155,0.0000,119,0.0000,5837,0.0000
176580,802.6,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.4,4,9,147,0.0000,98,0.0000,5958,0.0000
176590,808.5,1600.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3,4,9,75,0.0000,66,0.0000,5992,0.0000
176600,799.5,1350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.4,4,9,102,0.0000,56,0.0000,6052,0.0000
176610,811.3,1350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.4,4,9,120,0.0000,73,0.0000,6003,0.0000
176620,795.4,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3,4,9,103,0.0000,79,0.0000,5958,0.0000
176630,802.2,1300.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3,4,8,91,0.0000,58,0.0000,6091,0.0000
176640,796.9,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.4,4,9,166,0.0000,115,0.0000,5920,0.0000
176650,801.2,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3,4,9,118,0.0000,64,0.0000,6035,0.0000
176660,794.4,1350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3,4,9,112,0.0000,64,0.0000,5907,0.0000
176670,794.2,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.2,4,9,117,0.0000,66,0.0000,5903,0.0000
176680,802.1,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.2,4,9,81,0.0000,47,0.0000,6070,0.0000
176690,787.1,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.2,4,9,146,0.0000,52,0.0000,5918,0.0000
176700,807.9,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.2,4,8,56,0.0000,48,0.0000,6139,0.0000
176710,794.6,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3,4,9,150,0.0000,117,0.0000,5868,0.0000
176720,763.0,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.4,4,9,181,0.0000,125,0.0000,5715,0.0000
176730,805.2,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.4,4,9,107,0.0000,79,0.0000,5933,0.0000
176740,798.0,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.4,4,9,129,0.0000,97,0.0000,5861,0.0000
176750,813.2,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3,4,9,77,0.0000,72,0.0000,5934,0.0000
176760,803.0,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3,4,9,96,0.0000,71,0.0000,6049,0.0000
176770,803.2,1600.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3,4,9,89,0.0000,35,0.0000,6071,0.0000
176780,805.2,1600.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3,4,9,101,0.0000,81,0.0000,6058,0.0000
176790,796.6,1300.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.4,4,9,132,0.0000,47,0.0000,6063,0.0000
176800,805.6,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.4,4,9,94,0.0000,70,0.0000,5986,0.0000
176810,799.3,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.4,4,10,82,0.0000,46,0.0000,6044,0.0000
176820,805.5,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.4,4,9,84,0.0000,47,0.0000,6060,0.0000
176830,812.8,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3,4,9,85,0.0000,58,0.0000,6110,0.0000
176840,802.3,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.4,4,9,99,0.0000,62,0.0000,6129,0.0000
176850,817.9,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.4,4,9,82,0.0000,52,0.0000,6105,0.0000
176860,800.6,1350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.4,4,9,95,0.0000,34,0.0000,6031,0.0000
176870,794.9,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.6,4,9,173,0.0000,143,0.0000,5779,0.0000
176880,782.2,1350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.6,4,9,147,0.0000,105,0.0000,5925,0.0000
176890,800.4,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.5,4,9,94,0.0000,68,0.0000,6078,0.0000
176900,786.1,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.5,4,9,87,0.0000,40,0.0000,6049,0.0000
176910,784.3,1350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.6,4,9,158,0.0000,75,0.0000,5842,0.0000
176920,795.9,1700.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.5,4,9,122,0.0000,105,0.0000,6020,0.0000
176930,801.8,1600.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.6,4,9,113,0.0000,77,0.0000,5985,0.0000
176940,810.7,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.5,4,9,87,0.0000,67,0.0000,5912,0.0000
176950,790.2,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.6,4,9,118,0.0000,86,0.0000,5922,0.0000
176960,804.7,1600.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.6,4,9,68,0.0000,49,0.0000,6033,0.0000
176970,805.0,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.5,4,9,113,0.0000,55,0.0000,6008,0.0000
176980,810.6,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.4,4,9,64,0.0000,51,0.0000,6051,0.0000
176990,803.4,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.4,4,9,74,0.0000,49,0.0000,6084,0.0000
177000,792.2,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.5,4,9,147,0.0000,94,0.0000,5805,0.0000
177010,788.4,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.5,4,10,87,0.0000,57,0.0000,5848,0.0000
177020,766.2,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.4,4,9,202,0.0000,187,0.0000,5826,0.0000
177030,810.1,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.4,4,9,119,0.0000,91,0.0000,5856,0.0000
177040,787.7,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3,4,9,171,0.0000,151,0.0000,5870,0.0000
177050,800.1,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3,4,9,92,0.0000,65,0.0000,5951,0.0000
177060,802.7,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.4,4,9,83,0.0000,59,0.0000,6039,0.0000
177070,789.9,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.4,4,9,144,0.0000,128,0.0000,5994,0.0000
177080,807.4,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3,4,9,98,0.0000,82,0.0000,6068,0.0000
177090,794.3,1300.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.2,4,9,93,0.0000,65,0.0000,6023,0.0000
177100,798.7,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3,4,9,113,0.0000,92,0.0000,6024,0.0000
177110,793.3,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3,4,9,99,0.0000,67,0.0000,6057,0.0000
177120,797.5,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3,4,9,147,0.0000,95,0.0000,5948,0.0000
177130,810.0,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.4,4,9,93,0.0000,50,0.0000,5939,0.0000
177140,810.7,1350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3,4,9,77,0.0000,46,0.0000,6130,0.0000
177150,806.6,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.2,4,9,55,0.0000,42,0.0000,5997,0.0000
177160,802.4,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.1,4,9,117,0.0000,53,0.0000,6002,0.0000
177170,807.0,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.2,4,9,84,0.0000,47,0.0000,6002,0.0000
177180,799.6,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.2,4,9,66,0.0000,38,0.0000,6016,0.0000
177190,790.5,1350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.2,4,8,108,0.0000,57,0.0000,5947,0.0000
177200,800.8,1550.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.2,4,9,84,0.0000,73,0.0000,6003,0.0000
177210,791.0,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.2,4,9,104,0.0000,72,0.0000,5864,0.0000
177220,793.6,1350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.2,4,9,108,0.0000,60,0.0000,5988,0.0000
177230,796.9,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.2,4,9,137,0.0000,79,0.0000,5878,0.0000
177240,798.9,1350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3,4,9,124,0.0000,63,0.0000,5859,0.0000
177250,805.9,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3,4,9,56,0.0000,31,0.0000,6156,0.0000
177260,796.0,1568.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.4,4,9,132,0.0000,56,0.0000,6013,0.0000
177270,813.6,1550.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.1,4,8,94,0.0000,52,0.0000,5953,0.0000
177280,792.5,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.1,4,9,107,0.0000,82,0.0000,6056,0.0000
177290,790.0,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.2,4,9,172,0.0000,135,0.0000,5829,0.0000
177300,804.9,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.1,4,8,89,0.0000,81,0.0000,5965,0.0000
177310,811.4,1350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.4,4,9,79,0.0000,51,0.0000,6085,0.0000
177320,781.2,1650.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.5,4,9,193,0.0000,100,0.0000,5679,0.0000
177330,804.1,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3,4,9,109,0.0000,84,0.0000,5984,0.0000
177340,804.2,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3,4,9,97,0.0000,57,0.0000,5970,0.0000
177350,809.0,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.4,4,9,94,0.0000,66,0.0000,5933,0.0000
177360,801.4,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3,4,9,91,0.0000,61,0.0000,5985,0.0000
177370,792.5,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.2,4,9,143,0.0000,119,0.0000,5929,0.0000
177380,792.3,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.1,4,9,134,0.0000,85,0.0000,5951,0.0000
177390,801.9,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.1,4,9,97,0.0000,49,0.0000,6113,0.0000
177400,800.6,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.1,4,9,99,0.0000,52,0.0000,6069,0.0000
177410,797.1,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0,4,9,86,0.0000,58,0.0000,5992,0.0000
177420,799.8,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.1,4,9,127,0.0000,107,0.0000,5974,0.0000
177430,794.9,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.1,4,9,121,0.0000,78,0.0000,6014,0.0000
177440,791.0,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0,4,9,95,0.0000,63,0.0000,6085,0.0000
177450,804.9,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0,4,8,111,0.0000,81,0.0000,5877,0.0000
177460,798.1,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0,4,9,103,0.0000,61,0.0000,5798,0.0000
177470,793.4,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0,4,9,88,0.0000,68,0.0000,5986,0.0000
177480,801.3,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.1,4,9,100,0.0000,56,0.0000,6066,0.0000
177490,796.0,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0,4,9,105,0.0000,59,0.0000,5865,0.0000
177500,816.9,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.2,4,9,76,0.0000,52,0.0000,6132,0.0000
177510,772.6,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.2,4,9,200,0.0000,107,0.0000,5762,0.0000
177520,815.6,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.2,4,9,49,0.0000,34,0.0000,6118,0.0000
177530,805.8,1350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.2,4,9,111,0.0000,60,0.0000,6064,0.0000
177540,801.2,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.1,4,9,76,0.0000,58,0.0000,6033,0.0000
