generation,avg_fitness,max_fitness,signals_emitted,iconicity,mutual_info,jsd_no_pred,jsd_pred,silence_corr,sender_fit_corr,traj_fluct_ratio,receiver_fit_corr,response_fit_corr,silence_onset_jsd,silence_move_delta,avg_base_hidden,min_base_hidden,max_base_hidden,zone_deaths,signal_entropy,freeze_zone_deaths,food_mi,poison_eaten,energy_delta_mi
64360,789.9,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,8,131,0.0000,98,0.0000,5772,0.0000
64370,774.4,1550.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,8,109,0.0000,77,0.0000,5907,0.0000
64380,800.9,1550.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,8,58,0.0000,35,0.0000,6022,0.0000
64390,797.6,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,119,0.0000,91,0.0000,5689,0.0000
64400,799.2,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,107,0.0000,43,0.0000,5841,0.0000
64410,792.0,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,126,0.0000,49,0.0000,5731,0.0000
64420,751.1,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,235,0.0000,215,0.0000,5501,0.0000
64430,793.5,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,8,114,0.0000,68,0.0000,5712,0.0000
64440,789.3,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,139,0.0000,76,0.0000,5862,0.0000
64450,795.7,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,8,61,0.0000,34,0.0000,5835,0.0000
64460,784.3,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,9,116,0.0000,71,0.0000,5822,0.0000
64470,797.0,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,8,100,0.0000,59,0.0000,5726,0.0000
64480,799.3,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,8,101,0.0000,66,0.0000,6011,0.0000
64490,787.9,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,8,111,0.0000,52,0.0000,5808,0.0000
64500,797.0,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,8,76,0.0000,44,0.0000,5721,0.0000
64510,789.5,1300.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,9,144,0.0000,114,0.0000,5711,0.0000
64520,797.9,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,104,0.0000,74,0.0000,5736,0.0000
64530,783.6,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,100,0.0000,60,0.0000,5868,0.0000
64540,789.2,1350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,130,0.0000,67,0.0000,5863,0.0000
64550,791.6,1550.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,122,0.0000,57,0.0000,5810,0.0000
64560,779.6,1600.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,132,0.0000,73,0.0000,5799,0.0000
64570,798.2,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,65,0.0000,45,0.0000,5867,0.0000
64580,798.6,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,123,0.0000,58,0.0000,5886,0.0000
64590,794.4,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,9,95,0.0000,73,0.0000,6012,0.0000
64600,809.9,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,79,0.0000,60,0.0000,5879,0.0000
64610,788.4,1350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,110,0.0000,64,0.0000,5672,0.0000
64620,760.7,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,206,0.0000,158,0.0000,5554,0.0000
64630,795.5,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,92,0.0000,62,0.0000,5897,0.0000
64640,797.5,1350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,84,0.0000,58,0.0000,5770,0.0000
64650,794.0,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,104,0.0000,80,0.0000,6067,0.0000
64660,795.0,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,9,136,0.0000,77,0.0000,5816,0.0000
64670,774.5,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,8,210,0.0000,126,0.0000,5735,0.0000
64680,798.3,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,9,96,0.0000,60,0.0000,5878,0.0000
64690,793.3,1550.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,117,0.0000,76,0.0000,5816,0.0000
64700,777.4,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,157,0.0000,60,0.0000,5679,0.0000
64710,806.8,1550.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,74,0.0000,54,0.0000,5857,0.0000
64720,785.2,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,140,0.0000,85,0.0000,5816,0.0000
64730,775.5,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,148,0.0000,87,0.0000,5829,0.0000
64740,781.1,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,162,0.0000,110,0.0000,5651,0.0000
64750,798.2,1550.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,87,0.0000,49,0.0000,5787,0.0000
64760,789.6,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,9,121,0.0000,65,0.0000,5885,0.0000
64770,788.8,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,123,0.0000,53,0.0000,5804,0.0000
64780,795.2,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,9,127,0.0000,86,0.0000,5742,0.0000
64790,789.7,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,8,103,0.0000,76,0.0000,5720,0.0000
64800,757.7,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,8,207,0.0000,106,0.0000,5623,0.0000
64810,780.8,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,8,122,0.0000,99,0.0000,5733,0.0000
64820,787.0,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,8,157,0.0000,108,0.0000,5747,0.0000
64830,786.9,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,9,161,0.0000,62,0.0000,5734,0.0000
64840,798.7,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.5,4,8,89,0.0000,56,0.0000,5870,0.0000
64850,799.1,1300.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.5,4,8,122,0.0000,63,0.0000,5819,0.0000
64860,793.8,1700.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,108,0.0000,70,0.0000,5829,0.0000
64870,793.1,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,114,0.0000,84,0.0000,5658,0.0000
64880,784.1,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,176,0.0000,77,0.0000,5819,0.0000
64890,787.9,1550.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,110,0.0000,68,0.0000,5867,0.0000
64900,776.8,1550.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,8,177,0.0000,88,0.0000,5590,0.0000
64910,773.5,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,8,155,0.0000,57,0.0000,5762,0.0000
64920,792.1,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,8,119,0.0000,81,0.0000,5932,0.0000
64930,792.4,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,9,109,0.0000,73,0.0000,5913,0.0000
64940,795.5,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,8,99,0.0000,56,0.0000,5789,0.0000
64950,784.6,1250.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,9,96,0.0000,57,0.0000,5980,0.0000
64960,799.9,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,77,0.0000,59,0.0000,5951,0.0000
64970,774.9,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,9,149,0.0000,107,0.0000,5751,0.0000
64980,778.6,1350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,8,126,0.0000,85,0.0000,5800,0.0000
64990,799.8,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,8,151,0.0000,124,0.0000,5767,0.0000
65000,793.5,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,104,0.0000,56,0.0000,5956,0.0000
65010,791.4,1350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,9,137,0.0000,85,0.0000,5718,0.0000
65020,796.8,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,100,0.0000,67,0.0000,6013,0.0000
65030,790.3,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,116,0.0000,97,0.0000,5866,0.0000
65040,782.3,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,158,0.0000,91,0.0000,5854,0.0000
65050,810.6,1550.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,73,0.0000,46,0.0000,5800,0.0000
65060,797.1,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,107,0.0000,93,0.0000,5971,0.0000
65070,797.3,1300.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,8,70,0.0000,43,0.0000,6139,0.0000
65080,787.1,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,8,120,0.0000,79,0.0000,5926,0.0000
65090,788.8,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,173,0.0000,74,0.0000,5684,0.0000
65100,780.5,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,9,155,0.0000,117,0.0000,5780,0.0000
65110,791.5,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,9,103,0.0000,76,0.0000,5825,0.0000
65120,771.9,1350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,9,207,0.0000,107,0.0000,5614,0.0000
65130,796.2,1350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,133,0.0000,95,0.0000,5913,0.0000
65140,794.8,1350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,97,0.0000,71,0.0000,5913,0.0000
65150,801.0,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,97,0.0000,57,0.0000,5924,0.0000
65160,781.7,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,182,0.0000,116,0.0000,5811,0.0000
65170,804.0,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,82,0.0000,54,0.0000,5946,0.0000
65180,798.1,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,109,0.0000,57,0.0000,5898,0.0000
65190,779.7,1650.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,9,163,0.0000,127,0.0000,5740,0.0000
65200,787.1,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,192,0.0000,171,0.0000,5762,0.0000
65210,799.3,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,8,109,0.0000,83,0.0000,5980,0.0000
65220,776.4,1550.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,8,199,0.0000,115,0.0000,5820,0.0000
65230,796.5,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,131,0.0000,106,0.0000,5841,0.0000
65240,802.4,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,9,78,0.0000,48,0.0000,5961,0.0000
65250,806.2,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,9,104,0.0000,61,0.0000,5880,0.0000
65260,800.6,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,93,0.0000,62,0.0000,6023,0.0000
65270,796.3,1550.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,8,116,0.0000,93,0.0000,5975,0.0000
65280,779.1,1350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,9,132,0.0000,64,0.0000,5799,0.0000
65290,798.3,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,9,84,0.0000,52,0.0000,5773,0.0000
65300,794.7,1350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,127,0.0000,103,0.0000,5876,0.0000
65310,786.7,1300.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,139,0.0000,49,0.0000,5785,0.0000
65320,786.7,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.5,4,8,131,0.0000,84,0.0000,5950,0.0000
65330,810.7,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,84,0.0000,62,0.0000,5898,0.0000
65340,783.9,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,142,0.0000,120,0.0000,5996,0.0000
65350,800.9,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,9,66,0.0000,42,0.0000,5988,0.0000
65360,781.3,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,122,0.0000,68,0.0000,5892,0.0000
65370,788.4,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,160,0.0000,150,0.0000,5790,0.0000
65380,794.8,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,106,0.0000,88,0.0000,5902,0.0000
65390,780.4,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,187,0.0000,114,0.0000,5869,0.0000
65400,792.5,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,130,0.0000,98,0.0000,5745,0.0000
65410,787.0,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,103,0.0000,70,0.0000,5903,0.0000
65420,790.6,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,126,0.0000,78,0.0000,5830,0.0000
65430,786.1,1350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,149,0.0000,96,0.0000,5903,0.0000
65440,782.8,1600.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,191,0.0000,126,0.0000,5786,0.0000
65450,795.5,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,123,0.0000,74,0.0000,5858,0.0000
65460,793.4,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,105,0.0000,71,0.0000,5912,0.0000
65470,788.5,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,195,0.0000,105,0.0000,5844,0.0000
65480,800.7,1350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,103,0.0000,67,0.0000,5940,0.0000
65490,771.2,1650.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,192,0.0000,123,0.0000,5827,0.0000
65500,759.7,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,231,0.0000,176,0.0000,5729,0.0000
65510,766.1,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,217,0.0000,129,0.0000,5802,0.0000
65520,784.1,1350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,159,0.0000,111,0.0000,5713,0.0000
65530,797.8,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,143,0.0000,90,0.0000,5890,0.0000
65540,791.3,1650.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,124,0.0000,94,0.0000,6045,0.0000
65550,787.1,1550.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,178,0.0000,80,0.0000,5787,0.0000
65560,798.1,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,98,0.0000,53,0.0000,5957,0.0000
65570,789.5,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,8,114,0.0000,67,0.0000,5877,0.0000
65580,777.2,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,9,143,0.0000,85,0.0000,5884,0.0000
65590,778.3,1550.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,8,204,0.0000,111,0.0000,5834,0.0000
65600,802.6,1350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,8,108,0.0000,85,0.0000,5848,0.0000
65610,786.8,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,8,163,0.0000,120,0.0000,5891,0.0000
65620,794.2,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,107,0.0000,70,0.0000,6006,0.0000
65630,789.4,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,133,0.0000,110,0.0000,5826,0.0000
65640,786.8,1350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,111,0.0000,84,0.0000,5902,0.0000
65650,792.0,1550.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,183,0.0000,91,0.0000,5878,0.0000
65660,783.9,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,9,110,0.0000,73,0.0000,5878,0.0000
65670,772.3,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,225,0.0000,161,0.0000,5712,0.0000
65680,790.6,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,110,0.0000,62,0.0000,5805,0.0000
65690,786.3,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,8,148,0.0000,107,0.0000,5872,0.0000
65700,778.6,1350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,156,0.0000,64,0.0000,5775,0.0000
65710,784.7,1550.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,150,0.0000,101,0.0000,5781,0.0000
65720,799.3,1550.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,72,0.0000,57,0.0000,6001,0.0000
65730,793.0,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,100,0.0000,61,0.0000,5807,0.0000
65740,790.9,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,90,0.0000,58,0.0000,5937,0.0000
